12.755824112642363 6.061331536905365e-12
9.149175352963336 5.012739224188213e-12
7.888087985510138 4.363927939575756e-12
7.028698589348339 4.4544667843371225e-12
6.2801624125137625 4.1032039836692935e-12
5.783455894505773 3.046560945269923e-12
5.267843379728994 2.777654188537489e-12
4.529287279085407 1.5872980093977946e-12
4.228733615688001 1.7862319728506587e-12
3.948124040403249 1.4621295501254052e-12
3.737103768705577 1.339934899284672e-12
3.508336007778685 1.4032968354719463e-12
3.339112969711831 1.8611191052856614e-12
2.8867800071614234 2.6934005512875835e-12
2.65116928719166 1.7770854874471607e-12
2.537189788004799 1.899731927515777e-12
2.4347884396842807 1.679513101096442e-12
2.2545680431348485 1.851589156774278e-12
2.1399345810190313 1.5001460655432685e-12
2.0311296547403437 1.563039149302653e-12
1.927856912523504 1.1081301503814817e-12
1.7608120634461166 1.0365894155501667e-12
1.6666997619493815 1.2406252617885421e-12
1.634962900365454 1.080048053634642e-12
1.5819564495434235 1.2794338937686036e-12
1.5348782291697456 1.0968107397393601e-12
1.405739717869668 1.1253286794761023e-12
1.3942047912013036 1.484822261445713e-12
1.3416141458402029 1.3677346612231029e-12
1.2629508050455982 1.6453763158655963e-12
1.1503549363284966 1.3889623341247641e-12
0.9782677742378195 1.3607311111216227e-12
0.7515376041583071 8.227682688612838e-13
0.6569078000507185 6.839339235803308e-13
0.5230022385581726 7.273921476521009e-13
